measurement_id,gas_class
G_B10_2796,3
G_B10_2797,6
G_B10_2798,3
G_B10_2799,4
G_B10_2800,3
G_B10_2801,4
G_B10_2802,3
G_B10_2803,4
G_B10_2804,3
G_B10_2805,4
G_B10_2806,3
G_B10_2807,4
G_B10_2808,3
G_B10_2809,4
G_B10_2810,3
G_B10_2811,6
G_B10_2812,3
G_B10_2813,4
G_B10_2814,3
G_B10_2815,4
G_B10_2816,3
G_B10_2817,6
G_B10_2818,3
G_B10_2819,4
G_B10_2820,3
G_B10_2821,6
G_B10_2822,3
G_B10_2823,4
G_B10_2824,3
G_B10_2825,4
G_B10_2826,3
G_B10_2827,6
G_B10_2828,3
G_B10_2829,4
G_B10_2830,3
G_B10_2831,4
G_B10_2832,3
G_B10_2833,4
G_B10_2834,3
G_B10_2835,6
G_B10_2836,3
G_B10_2837,4
G_B10_2838,3
G_B10_2839,4
G_B10_2840,3
G_B10_2841,6
G_B10_2842,3
G_B10_2843,4
G_B10_2844,3
G_B10_2845,4
G_B10_2846,3
G_B10_2847,4
G_B10_2848,3
G_B10_2849,6
G_B10_2850,3
G_B10_2851,4
G_B10_2852,3
G_B10_2853,4
G_B10_2854,3
G_B10_2855,4
G_B10_2856,3
G_B10_2857,6
G_B10_2858,3
G_B10_2859,4
G_B10_2860,3
G_B10_2861,4
G_B10_2862,3
G_B10_2863,4
G_B10_2864,3
G_B10_2865,4
G_B10_2866,3
G_B10_2867,4
G_B10_2868,3
G_B10_2869,4
G_B10_2870,3
G_B10_2871,4
G_B10_2872,3
G_B10_2873,4
G_B10_2874,3
G_B10_2875,6
G_B10_2876,3
G_B10_2877,4
G_B10_2878,3
G_B10_2879,4
G_B10_2880,3
G_B10_2881,1
G_B10_2882,3
G_B10_2883,4
G_B10_2884,3
G_B10_2885,4
G_B10_2886,3
G_B10_2887,4
G_B10_2888,3
G_B10_2889,4
G_B10_2890,3
G_B10_2891,4
G_B10_2892,3
G_B10_2893,4
G_B10_2894,3
G_B10_2895,4
G_B10_2896,3
G_B10_2897,4
G_B10_2898,3
G_B10_2899,4
G_B10_2900,3
G_B10_2901,6
G_B10_2902,3
G_B10_2903,4
G_B10_2904,3
G_B10_2905,4
G_B10_2906,3
G_B10_2907,4
G_B10_2908,3
G_B10_2909,4
G_B10_2910,3
G_B10_2911,6
G_B10_2912,3
G_B10_2913,4
G_B10_2914,3
G_B10_2915,4
G_B10_2916,3
G_B10_2917,6
G_B10_2918,3
G_B10_2919,4
G_B10_2920,3
G_B10_2921,4
G_B10_2922,3
G_B10_2923,4
G_B10_2924,3
G_B10_2925,4
G_B10_2926,3
G_B10_2927,4
G_B10_2928,3
G_B10_2929,4
G_B10_2930,3
G_B10_2931,6
G_B10_2932,3
G_B10_2933,4
G_B10_2934,3
G_B10_2935,4
G_B10_2936,3
G_B10_2937,4
G_B10_2938,3
G_B10_2939,4
G_B10_2940,3
G_B10_2941,4
G_B10_2942,3
G_B10_2943,4
G_B10_2944,3
G_B10_2945,4
G_B10_2946,3
G_B10_2947,6
G_B10_2948,3
G_B10_2949,4
G_B10_2950,3
G_B10_2951,4
G_B10_2952,3
G_B10_2953,4
G_B10_2954,3
G_B10_2955,4
G_B10_2956,3
G_B10_2957,4
G_B10_2958,3
G_B10_2959,4
G_B10_2960,3
G_B10_2961,6
G_B10_2962,3
G_B10_2963,4
G_B10_2964,3
G_B10_2965,4
G_B10_2966,3
G_B10_2967,4
G_B10_2968,3
G_B10_2969,6
G_B10_2970,3
G_B10_2971,4
G_B10_2972,3
G_B10_2973,4
G_B10_2974,3
G_B10_2975,4
G_B10_2976,3
G_B10_2977,6
G_B10_2978,3
G_B10_2979,4
G_B10_2980,3
G_B10_2981,4
G_B10_2982,3
G_B10_2983,4
G_B10_2984,3
G_B10_2985,4
G_B10_2986,3
G_B10_2987,4
G_B10_2988,3
G_B10_2989,4
G_B10_2990,3
G_B10_2991,4
G_B10_2992,3
G_B10_2993,4
G_B10_2994,3
G_B10_2995,6
G_B10_2996,3
G_B10_2997,4
G_B10_2998,3
G_B10_2999,4
G_B10_3000,3
G_B10_3001,1
G_B10_3002,3
G_B10_3003,4
G_B10_3004,3
G_B10_3005,4
G_B10_3006,3
G_B10_3007,6
G_B10_3008,3
G_B10_3009,4
G_B10_3010,3
G_B10_3011,4
G_B10_3012,3
G_B10_3013,4
G_B10_3014,3
G_B10_3015,4
G_B10_3016,3
G_B10_3017,4
G_B10_3018,3
G_B10_3019,4
G_B10_3020,3
G_B10_3021,1
G_B10_3022,3
G_B10_3023,4
G_B10_3024,3
G_B10_3025,6
G_B10_3026,3
G_B10_3027,4
G_B10_3028,3
G_B10_3029,4
G_B10_3030,3
G_B10_3031,1
G_B10_3032,3
G_B10_3033,4
G_B10_3034,3
G_B10_3035,4
G_B10_3036,3
G_B10_3037,1
G_B10_3038,3
G_B10_3039,4
G_B10_3040,3
G_B10_3041,4
G_B10_3042,3
G_B10_3043,4
G_B10_3044,3
G_B10_3045,4
G_B10_3046,3
G_B10_3047,4
G_B10_3048,3
G_B10_3049,4
G_B10_3050,3
G_B10_3051,1
G_B10_3052,3
G_B10_3053,4
G_B10_3054,3
G_B10_3055,4
G_B10_3056,3
G_B10_3057,4
G_B10_3058,3
G_B10_3059,4
G_B10_3060,3
G_B10_3061,4
G_B10_3062,3
G_B10_3063,4
G_B10_3064,3
G_B10_3065,4
G_B10_3066,3
G_B10_3067,1
G_B10_3068,3
G_B10_3069,4
G_B10_3070,3
G_B10_3071,4
G_B10_3072,3
G_B10_3073,4
G_B10_3074,3
G_B10_3075,4
G_B10_3076,3
G_B10_3077,4
G_B10_3078,3
G_B10_3079,4
G_B10_3080,3
G_B10_3081,6
G_B10_3082,3
G_B10_3083,4
G_B10_3084,3
G_B10_3085,4
G_B10_3086,3
G_B10_3087,4
G_B10_3088,3
G_B10_3089,1
G_B10_3090,3
G_B10_3091,6
G_B10_3092,3
G_B10_3093,4
G_B10_3094,3
G_B10_3095,4
G_B10_3096,3
G_B10_3097,6
G_B10_3098,3
G_B10_3099,4
G_B10_3100,3
G_B10_3101,4
G_B10_3102,3
G_B10_3103,6
G_B10_3104,3
G_B10_3105,4
G_B10_3106,3
G_B10_3107,4
G_B10_3108,3
G_B10_3109,6
G_B10_3110,3
G_B10_3111,4
G_B10_3112,3
G_B10_3113,4
G_B10_3114,3
G_B10_3115,1
G_B10_3116,3
G_B10_3117,4
G_B10_3118,3
G_B10_3119,4
G_B10_3120,3
G_B10_3121,1
G_B10_3122,3
G_B10_3123,4
G_B10_3124,3
G_B10_3125,4
G_B10_3126,3
G_B10_3127,6
G_B10_3128,3
G_B10_3129,4
G_B10_3130,3
G_B10_3131,4
G_B10_3132,3
G_B10_3133,4
G_B10_3134,3
G_B10_3135,6
G_B10_3136,3
G_B10_3137,4
G_B10_3138,3
G_B10_3139,4
G_B10_3140,3
G_B10_3141,1
G_B10_3142,3
G_B10_3143,4
G_B10_3144,3
G_B10_3145,6
G_B10_3146,3
G_B10_3147,4
G_B10_3148,3
G_B10_3149,4
G_B10_3150,3
G_B10_3151,1
G_B10_3152,3
G_B10_3153,4
G_B10_3154,3
G_B10_3155,4
G_B10_3156,3
G_B10_3157,6
G_B10_3158,3
G_B10_3159,4
G_B10_3160,3
G_B10_3161,4
G_B10_3162,3
G_B10_3163,4
G_B10_3164,3
G_B10_3165,4
G_B10_3166,3
G_B10_3167,4
G_B10_3168,3
G_B10_3169,4
G_B10_3170,3
G_B10_3171,6
G_B10_3172,3
G_B10_3173,4
G_B10_3174,3
G_B10_3175,4
G_B10_3176,3
G_B10_3177,6
G_B10_3178,3
G_B10_3179,4
G_B10_3180,3
G_B10_3181,6
G_B10_3182,3
G_B10_3183,4
G_B10_3184,3
G_B10_3185,4
G_B10_3186,3
G_B10_3187,6
G_B10_3188,3
G_B10_3189,4
G_B10_3190,3
G_B10_3191,4
G_B10_3192,3
G_B10_3193,4
G_B10_3194,3
G_B10_3195,4
G_B10_3196,3
G_B10_3197,4
G_B10_3198,3
G_B10_3199,4
G_B10_3200,3
G_B10_3201,6
G_B10_3202,3
G_B10_3203,4
G_B10_3204,3
G_B10_3205,4
G_B10_3206,3
G_B10_3207,4
G_B10_3208,3
G_B10_3209,1
G_B10_3210,3
G_B10_3211,4
G_B10_3212,3
G_B10_3213,4
G_B10_3214,3
G_B10_3215,4
G_B10_3216,3
G_B10_3217,6
G_B10_3218,3
G_B10_3219,4
G_B10_3220,3
G_B10_3221,4
G_B10_3222,3
G_B10_3223,6
G_B10_3224,3
G_B10_3225,4
G_B10_3226,3
G_B10_3227,4
G_B10_3228,3
G_B10_3229,6
G_B10_3230,3
G_B10_3231,4
G_B10_3232,3
G_B10_3233,4
G_B10_3234,3
G_B10_3235,6
G_B10_3236,3
G_B10_3237,4
G_B10_3238,3
G_B10_3239,4
G_B10_3240,3
G_B10_3241,1
G_B10_3242,5
G_B10_3243,4
G_B10_3244,2
G_B10_3245,4
G_B10_3246,2
G_B10_3247,4
G_B10_3248,4
G_B10_3249,4
G_B10_3250,2
G_B10_3251,4
G_B10_3252,2
G_B10_3253,4
G_B10_3254,2
G_B10_3255,4
G_B10_3256,4
G_B10_3257,4
G_B10_3258,2
G_B10_3259,4
G_B10_3260,3
G_B10_3261,2
G_B10_3262,5
G_B10_3263,4
G_B10_3264,2
G_B10_3265,4
G_B10_3266,3
G_B10_3267,4
G_B10_3268,2
G_B10_3269,4
G_B10_3270,3
G_B10_3271,1
G_B10_3272,5
G_B10_3273,4
G_B10_3274,2
G_B10_3275,4
G_B10_3276,2
G_B10_3277,1
G_B10_3278,5
G_B10_3279,4
G_B10_3280,4
G_B10_3281,4
G_B10_3282,2
G_B10_3283,4
G_B10_3284,2
G_B10_3285,4
G_B10_3286,2
G_B10_3287,4
G_B10_3288,2
G_B10_3289,4
G_B10_3290,2
G_B10_3291,1
G_B10_3292,5
G_B10_3293,4
G_B10_3294,2
G_B10_3295,4
G_B10_3296,2
G_B10_3297,4
G_B10_3298,4
G_B10_3299,4
G_B10_3300,2
G_B10_3301,4
G_B10_3302,4
G_B10_3303,4
G_B10_3304,2
G_B10_3305,4
G_B10_3306,2
G_B10_3307,1
G_B10_3308,4
G_B10_3309,4
G_B10_3310,2
G_B10_3311,4
G_B10_3312,2
G_B10_3313,4
G_B10_3314,2
G_B10_3315,4
G_B10_3316,4
G_B10_3317,4
G_B10_3318,2
G_B10_3319,4
G_B10_3320,2
G_B10_3321,1
G_B10_3322,4
G_B10_3323,4
G_B10_3324,2
G_B10_3325,4
G_B10_3326,2
G_B10_3327,4
G_B10_3328,2
G_B10_3329,1
G_B10_3330,4
G_B10_3331,4
G_B10_3332,4
G_B10_3333,4
G_B10_3334,2
G_B10_3335,4
G_B10_3336,2
G_B10_3337,1
G_B10_3338,5
G_B10_3339,4
G_B10_3340,2
G_B10_3341,4
G_B10_3342,2
G_B10_3343,4
G_B10_3344,4
G_B10_3345,4
G_B10_3346,2
G_B10_3347,4
G_B10_3348,2
G_B10_3349,4
G_B10_3350,4
G_B10_3351,4
G_B10_3352,2
G_B10_3353,4
G_B10_3354,2
G_B10_3355,1
G_B10_3356,5
G_B10_3357,4
G_B10_3358,2
G_B10_3359,4
G_B10_3360,2
G_B10_3361,1
G_B10_3362,5
G_B10_3363,4
G_B10_3364,5
G_B10_3365,4
G_B10_3366,1
G_B10_3367,4
G_B10_3368,5
G_B10_3369,4
G_B10_3370,5
G_B10_3371,4
G_B10_3372,5
G_B10_3373,4
G_B10_3374,1
G_B10_3375,4
G_B10_3376,5
G_B10_3377,4
G_B10_3378,5
G_B10_3379,4
G_B10_3380,5
G_B10_3381,2
G_B10_3382,5
G_B10_3383,4
G_B10_3384,5
G_B10_3385,4
G_B10_3386,5
G_B10_3387,4
G_B10_3388,5
G_B10_3389,4
G_B10_3390,5
G_B10_3391,1
G_B10_3392,5
G_B10_3393,4
G_B10_3394,5
G_B10_3395,4
G_B10_3396,1
G_B10_3397,2
G_B10_3398,5
G_B10_3399,4
G_B10_3400,5
G_B10_3401,4
G_B10_3402,5
G_B10_3403,4
G_B10_3404,5
G_B10_3405,4
G_B10_3406,5
G_B10_3407,4
G_B10_3408,1
G_B10_3409,4
G_B10_3410,5
G_B10_3411,1
G_B10_3412,5
G_B10_3413,4
G_B10_3414,5
G_B10_3415,4
G_B10_3416,5
G_B10_3417,4
G_B10_3418,5
G_B10_3419,4
G_B10_3420,5
G_B10_3421,4
G_B10_3422,5
G_B10_3423,4
G_B10_3424,5
G_B10_3425,4
G_B10_3426,5
G_B10_3427,1
G_B10_3428,5
G_B10_3429,4
G_B10_3430,5
G_B10_3431,4
G_B10_3432,5
G_B10_3433,4
G_B10_3434,1
G_B10_3435,4
G_B10_3436,5
G_B10_3437,4
G_B10_3438,5
G_B10_3439,4
G_B10_3440,5
G_B10_3441,2
G_B10_3442,5
G_B10_3443,4
G_B10_3444,5
G_B10_3445,4
G_B10_3446,5
G_B10_3447,4
G_B10_3448,5
G_B10_3449,1
G_B10_3450,5
G_B10_3451,4
G_B10_3452,5
G_B10_3453,4
G_B10_3454,5
G_B10_3455,4
G_B10_3456,5
G_B10_3457,1
G_B10_3458,5
G_B10_3459,4
G_B10_3460,5
G_B10_3461,4
G_B10_3462,5
G_B10_3463,4
G_B10_3464,5
G_B10_3465,4
G_B10_3466,5
G_B10_3467,4
G_B10_3468,5
G_B10_3469,4
G_B10_3470,5
G_B10_3471,4
G_B10_3472,5
G_B10_3473,4
G_B10_3474,5
G_B10_3475,1
G_B10_3476,5
G_B10_3477,4
G_B10_3478,5
G_B10_3479,4
G_B10_3480,5
G_B10_3481,2
G_B10_3482,6
G_B10_3483,4
G_B10_3484,5
G_B10_3485,4
G_B10_3486,5
G_B10_3487,4
G_B10_3488,5
G_B10_3489,4
G_B10_3490,5
G_B10_3491,4
G_B10_3492,5
G_B10_3493,4
G_B10_3494,5
G_B10_3495,4
G_B10_3496,5
G_B10_3497,4
G_B10_3498,5
G_B10_3499,4
G_B10_3500,5
G_B10_3501,2
G_B10_3502,6
G_B10_3503,4
G_B10_3504,5
G_B10_3505,4
G_B10_3506,5
G_B10_3507,4
G_B10_3508,5
G_B10_3509,4
G_B10_3510,5
G_B10_3511,2
G_B10_3512,5
G_B10_3513,4
G_B10_3514,5
G_B10_3515,4
G_B10_3516,1
G_B10_3517,2
G_B10_3518,5
G_B10_3519,4
G_B10_3520,5
G_B10_3521,4
G_B10_3522,5
G_B10_3523,4
G_B10_3524,5
G_B10_3525,4
G_B10_3526,5
G_B10_3527,4
G_B10_3528,5
G_B10_3529,4
G_B10_3530,5
G_B10_3531,2
G_B10_3532,5
G_B10_3533,4
G_B10_3534,5
G_B10_3535,4
G_B10_3536,1
G_B10_3537,4
G_B10_3538,5
G_B10_3539,4
G_B10_3540,5
G_B10_3541,4
G_B10_3542,5
G_B10_3543,4
G_B10_3544,1
G_B10_3545,4
G_B10_3546,5
G_B10_3547,2
G_B10_3548,5
G_B10_3549,4
G_B10_3550,5
G_B10_3551,4
G_B10_3552,5
G_B10_3553,4
G_B10_3554,1
G_B10_3555,4
G_B10_3556,5
G_B10_3557,4
G_B10_3558,5
G_B10_3559,4
G_B10_3560,5
G_B10_3561,2
G_B10_3562,5
G_B10_3563,4
G_B10_3564,5
G_B10_3565,4
G_B10_3566,5
G_B10_3567,4
G_B10_3568,5
G_B10_3569,2
G_B10_3570,5
G_B10_3571,4
G_B10_3572,5
G_B10_3573,4
G_B10_3574,5
G_B10_3575,4
G_B10_3576,5
G_B10_3577,1
G_B10_3578,5
G_B10_3579,4
G_B10_3580,5
G_B10_3581,4
G_B10_3582,5
G_B10_3583,4
G_B10_3584,5
G_B10_3585,4
G_B10_3586,5
G_B10_3587,4
G_B10_3588,5
G_B10_3589,4
G_B10_3590,5
G_B10_3591,4
G_B10_3592,5
G_B10_3593,4
G_B10_3594,5
G_B10_3595,1
G_B10_3596,5
G_B10_3597,4
G_B10_3598,5
G_B10_3599,4
G_B10_3600,5
